Artikelnummer im Shop;EAN / GTIN / Barcodenummer / UPC;Herstellerartikelnummern (HAN/MPN);Hersteller / Markenname;Produktname;Preis (Brutto);Lieferzeit;Produktbeschreibung;ProduktURL;BildURL_1;Versandkosten;Vorkasse;Paydirekt;Paypal;Kreditkartenzahlung über BS PAYONE GmbH;Versandkosten Kommentar
7023;5703538773099;7023;Abena;Curi-Med Vlieskompressen - steril - weiß - 4lagig - 10 x 10 cm - 125 Stk - PZN 05905527;12.69;ca. 5-7 Tage;Sterile Vlieskompressen  Weiche und glatte Oberfläche  Saugstark und fusselfrei  Maße: 10 x 10 cm  Lieferumfang: 125 Stück in 25 Beuteln à 5 Stück;https://www.inko-versand.de/product-7023-curi-med-vlieskompresse-steril-weiss-10-x-10-cm-125-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/7/0/7023_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
7018;5703538773013;7018;Abena;Curi-Med Vlieskompressen - steril - weiß - 4lagig - 75 x 75 cm - 125 Stück - PZN 05905473 ;9.95 ;ca. 5-7 Tage;Sterile Vlieskompressen  Weiche und glatte Oberfläche  Saugstark und fusselfrei  Maße: 75 x 75 cm  Lieferumfang: 1 Packung / 125 Stück;https://www.inko-versand.de/product-7018-curi-med-vlieskompresse-steril-weiss-7-5-x-7-5-cm-125-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/0/7018_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
7020;5703538770371;7020;Abena;CURI-MED - unsterile Vlieskompressen - weiß - 10 x 10 cm - 100 Stk - PZN 1651627;3.99;ca. 5-7 Tage;Unsterile gebrauchsfertige Vlieskompressen  Luftdurchlässig hautverträglich  Besonders gute Saugfähigkeit  Maße: 10 x 10 cm  Lieferumfang: 1 Packung / 100 Stück;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/abri/product-7020-curimed-unsterile-vlieskompressen-weiss-10-x-10-cm-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/0/7020_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
7017;5703538772979;7017;Abena;Curi-Med Vlieskompressen - steril - 4lagig - 75 x 75 cm - weiß - PZN 05905450 - 100 Stück;8.99;ca. 5-7 Tage;• sterile Vlieskompressen  • weiche und glatte Oberfläche  • saugstark und fusselfrei  • Maße: 75 x 75 cm  • Lieferumfang: 1 Packung / 100 Stück;https://www.inko-versand.de/product-7017-curi-med-vlieskompresse-steril-7-5-x-7-5-cm-weiss-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/0/7017_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
7015;5703538770333;7015;Abena;CURI-MED - unsterile Vlieskompressen - 4-fach - weiß - 75 x 75 cm - 100 Stk - PZN 1651604; 4.49;ca. 5-7 Tage;Unsterile gebrauchsfertige Vlieskompressen  Luftdurchlässig hautverträglich  Besonders gute Saugfähigkeit  Maße: 75 x 75 cm  Lieferumfang: 1 Packung / 100 Stück;https://www.inko-versand.de/product-7015-curimed-unsterile-vlieskompressen-4-fach-weiss-7-5-x-7-5-cm-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/0/7015_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
7012;5703538772894;7012;Abena;CURI-MED Vlieskompressen - 4lagig - steril - weiß - 5 x 5 cm - 100 Stück - PZN 05905415;7.14;ca. 5-7 Tage;Sterile Vlieskompressen  Weiche und glatte Oberfläche  Saugstark und fusselfrei  Maße: 5 x 5 cm  Lieferumfang: 1 Packung / 100 Stück;https://www.inko-versand.de/product-7012-curi-med-vlieskompresse-4-fach-steril-weiss-5-x-5-cm-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/0/7012_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
7010;5703538937224;7010;Abena;CURI-MED - unsterile Vlieskompressen - weiß - 5 x 5 cm - 100 Stk - PZN 01651573;1.46 ;ca. 5-7 Tage;Unsterile gebrauchsfertige Vlieskompressen  Luftdurchlässig hautverträglich  Besonders gute Saugfähigkeit  Maße: 5 x 5 cm  Lieferumfang: 1 Packung / 100 Stück;https://www.inko-versand.de/product-7010-curimed-unsterile-vlieskompressen-weiss-5-x-5-cm-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/0/7010_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
221607;5703538773174;221607;Abena;Curi-Med Schlitzkompresse - steril - weiß - 10 x 10 cm - PZN 07555965 - 100 Stück;27.99;ca. 5-7 Tage;• Sterile Y-Schlitzkompressen  • Zur Anwendung bei Tracheostomie Drainagen und Injektionen  • Saugstark und fusselfrei  • Maße: 10 x 10 cm  • Lieferumfang: 100 Stück in 50 Beuteln à 2 Stück;https://www.inko-versand.de/product-221607-curi-med-schlitzkompresse-steril-weiss-10-x-10-cm-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/221607_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
221605;5703538773136;221605;Abena;Curi-Med Schlitzkompresse - steril - weiß - 5 x 5 cm - PZN 7555847 - 2x50 Stück;26.75;ca. 5-7 Tage;• Sterile Y-Schlitzkompressen  • Zur Anwendung bei Tracheostomie Drainagen und Injektionen  • Saugstark und fusselfrei  • Maße: 5 x 5 cm  • Lieferumfang: 100 Stück in 50 Beuteln à 2 Stück;https://www.inko-versand.de/product-221605-curi-med-schlitzkompresse-steril-weiss-5-x-5-cm-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/221605_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
221606;5703538054570;221606;Abena;Curi-Med Schlitzkompresse - steril - weiß - 75 x 75 cm - 100 Stk - PZN 07555913;26.79;ca. 5-7 Tage;Sterile Vlieskompressen  Weiche und glatte Oberfläche  Saugstark und fusselfrei  Maße: 75 x 75 cm  Lieferumfang: 100 Stück in 50 Beuteln à 2 Stück;https://www.inko-versand.de/product-221606-curi-med-schlitzkompresse-steril-weiss-7-5-x-7-5-cm-100-stueck.html;<img id="image-main" class="gallery-image visible" src="https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/221606_2.jpg" alt="Curi-Med Schlitzkompresse" title="Curi-Med Schlitzkompresse">;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
221430;5703538768330;221430;Abena;Curi-Med - Post-OP Verband - weiß - 6 x 7 cm - steril - 100 Stück - PZN 7560989;52.95;ca. 5-7 Tage;• steril  • 100 Stück  • 6 cm x 7 cm  • Vliesrückseite  • Hypoallergenes Acrylklebemittel;https://www.inko-versand.de/product-221430-curi-med-post-op-verband-weiss-6-x-7-cm-steril-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/221430_2.jpg;4.50;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 4.50 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
221425;5703538765179;221425;Abena;Curi-Med - Mullfixierbinde - 4 m x 10 cm - elastisch - 20 Stück - PZN 00557056;9.20;ca. 5-7 Tage;• Mullfixierbinde  • 41% Baumwolle 59% Polyamid  • Maße: 4 m x 10 cm  • hochwertig  • Lieferumfang: 1 Packung / 20 Stück;https://www.inko-versand.de/product-221425-curi-med-mullfixierbinde-4-m-x-10-cm-elastisch-20-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/221425_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-091-SN30-002;5900516692568;SE-091-SN30-002;seni;SENI SOFT Normal - Krankenunterlagen - 60x60 cm;6.51;ca. 5-7 Tage;Die Einmal Bettschutzunterlagen Seni Soft Normal sind besonders gut geeignet als zusätzlicher Schutz bei bettlägerigen Personen oder Ganzkörperwäsche. Der Saugkörper aus Zellschutz-Flocken können je nach Produkt von 500 bis 1.600 ml Flüssigkeit aufnehmen und helfen das Bett frisch und hygienisch sauber zu halten.;https://www.inko-versand.de/seni-soft-normal.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/e/seni_soft_normal_inko-versand_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-097-LA10-003;5900516691806;SE-097-LA10-003;seni;Seni Optima Trio Large - Inkontinenzvorlagen mit Hüftbund ;7.35;ca. 5-7 Tage;Die atmungsaktive Vorlage Seni Optima besitzt einen integrierten Hüftbund. Dieser besonders weiche Bund sorgt für eine einfache Handhabung und passt sich optimal an den Körper an. Der optimale Sitz wird zudem durch die elastischen Vorder- und Rückseiten gewährleistet. Weiterhin sorgt ein doppeltes Saugkissen mit integriertem Superabsorber für ein angenehm trockenes Gefühl. Ein doppelter Nässeindikator gibt präzise Information darüber ob das Produkt gewechselt werden muss.;https://www.inko-versand.de/seni-optima-trio-large.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/e/senioptimatrio_1_inko-versand_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-097-ME10-002;5900516988180;SE-097-ME10-002;Seni;Seni Optima Plus Medium - Inkontinenzvorlagen mit Hüftbund;5.80;ca. 5-7 Tage;Die atmungsaktive Vorlage Seni Optima besitzt einen integrierten Hüftbund. Dieser besonders weiche Bund sorgt für eine einfache Handhabung und passt sich optimal an den Körper an. Der optimale Sitz wird zudem durch die elastischen Vorder- und Rückseiten gewährleistet. Weiterhin sorgt ein doppeltes Saugkissen mit integriertem Superabsorber für ein angenehm trockenes Gefühl. Ein doppelter Nässeindikator gibt präzise Information darüber ob das Produkt gewechselt werden muss.;https://www.inko-versand.de/seni-optima-plus-medium.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/e/senioptimaplus_1_inko-versand.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-096-SM10-AS1;5900516695743;SE-096-SM10-AS1;Seni;Seni Active Super Small - Inkontinezpants bei mittlerer und schwerer Blasenschwäche - für Männer und Frauen - 10 Stk.;7.25;ca. 5-7 Tage;Seni Active Super Small - Inkontinezslip/-einlagen bei mittlerer und schwerer Blascenschwäche (ehemals Seni Active)    Atmungsaktive elastische Inkontinenzslips wie gewöhnliche Unterwäsche an- und ausziehbar aufreißbare Seitennähte doppeltes Saugkissen mit Superabsorber flüssigkeitsabweisender seitlicher Auslaufschutz ideal für aktive Personen und beim Blasentraining.     Die Seni Active Super sind atmungsaktive elastische Inkontinenzslips für den täglichen Gebrauch. Die Slips fühlen sich an und sind wie normale Unterwäsche die man an- und ausziehen kann. Folglich bietet dies einen guten Komfort und Diskretion im Alltag. Aufreißbare Seitennähte sind für eine einfache Entsorgung des gebrauchten Produktes vorhanden. Ein doppeltes Saugkissen mit Superabsorber besitzen die Slips welche gleichzeitig die Neutralisierung von unangenehmen Gerüchen tätigt. Der Nässindikator ist eine weitere Innovation des Inkontinenzproduktes von Seni welches den Träger informiert wann der Slip gewechselt werden sollte.;https://www.inko-versand.de/seni-active-super-small.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/s/e/se-096-sm10-as1.png;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
CP 02.01.02.01;4260377930065;CP 02.01.02.01;Lovital;Lovital Pro 8.5 - Proteinpulver - 300g;23.81;ca. 5-7 Tage;Geschmack neutral  Ist angereichert mit Vitaminen Mineralstoffen und Spurenelementen  Enthält Kollagen- ein wichtiges Strukturprotein bei der Zell und Knorpelbildung  Mit geringem Kohlenhydratgehalt  Hoher Anteil an essentiellen Aminosäuren die als Baustein der Proteine bei der Zell - und Muskelbildung bedeutend sind  Hohe Löslichkeit des Produktes  Ist nach dem Zubereiten von Speise unter ständigem Rühren vorgelöst zuzugeben  Dosierung ist abhänig vom Eiweißbedarf -- eine Tagesportion von 25g lovital Pro 8.5 Pulver enthalten 21 g Eiweiß  Produkt ist GMO frei  Proteine aus Milch Molke Kollagen Soja  Alle angegebenen Werte der Inhaltsstoffe und Nährwertinformationen sind Durchschnittswerte und können aufgrund von Rohstoffschwankungen abweichen.;https://www.inko-versand.de/lovital-pro-8-5-proteinpulver.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/o/lovital-pro-8-5.jpg;4.50;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 4.50 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
